cyr,dep_id,see,app_udep_rc2,latest_moecd_scd2,top_uni,public
2018,1723,60,001262_國立臺灣大學_醫學檢驗暨生物技術學系,0003_09141136,TRUE,TRUE
2018,1724,40,001222_國立臺灣大學_醫學系,0003_09121107,TRUE,TRUE
2018,1725,40,001232_國立臺灣大學_醫學系(公費生),0003_09121107,TRUE,TRUE
2018,1728,45,001562_國立臺灣大學_電機工程學系,0003_07141064,TRUE,TRUE
2018,1730,50,002052_國立臺灣師範大學_人類發展與家庭學系家庭生活教育組,0004_01141007,TRUE,TRUE
2018,1733,50,002062_國立臺灣師範大學_人類發展與家庭學系幼兒發展與教育組,0004_01141007,TRUE,TRUE
2018,1736,50,002302_國立臺灣師範大學_企業管理學系,0004_04131051,TRUE,TRUE
2018,1737,50,002042_國立臺灣師範大學_健康促進與衛生教育學系,0004_01131017,TRUE,TRUE
2018,1739,50,002272_國立臺灣師範大學_光電工程學士學位學程,0004_07141080,TRUE,TRUE
2018,1740,60,002072_國立臺灣師範大學_公民教育與活動領導學系,0004_01131004,TRUE,TRUE
2018,1744,10,002172_國立臺灣師範大學_化學系,0004_05311059,TRUE,TRUE
2018,1745,0,002102_國立臺灣師範大學_國文學系,0004_02322029,TRUE,TRUE
2018,1746,50,002242_國立臺灣師範大學_圖文傳播學系,0004_03214050,TRUE,TRUE
2018,1747,50,002192_國立臺灣師範大學_地球科學系,0004_05321060,TRUE,TRUE
2018,1748,50,002132_國立臺灣師範大學_地理學系,0004_03142041,TRUE,TRUE
2018,1749,50,002092_國立臺灣師範大學_學習科學學士學位學程,0004_01116079,TRUE,TRUE
2018,1752,50,002012_國立臺灣師範大學_教育學系,0004_01111001,TRUE,TRUE
2018,1755,60,002022_國立臺灣師範大學_教育心理與輔導學系,0004_03131003,TRUE,TRUE
2018,1756,10,002152_國立臺灣師範大學_數學系,0004_05411062,TRUE,TRUE
2018,1758,50,002292_國立臺灣師範大學_東亞學系,0004_03143042,TRUE,TRUE
2018,1761,50,002252_國立臺灣師範大學_機電工程學系,0004_07151068,TRUE,TRUE
